		// migemo-dictの追加辞書(Fallout4バニラレコード抽出)
		// 最終更新: 2018/03/19 BowmoreLover
		// 本辞書の用途について:
		// ・migemo-dictにマージすることを想定した追加辞書
		// ・辞書キーを置き換えるのではなく、候補列への置き換え/追加を想定している
		// ・migemo-dictとは異なり、本ファイルではタブで始まる行はコメント扱い
		// 本辞書の内容:
		// ・英語のスペリングで日本語を検索するための辞書
		// ・バニラのプラグインから*:FULL, *:SHRTレコードの英語原文・日本語訳文を抽出した

wasteland workshop - arena platforms	ワークショップ - アリーナプラットフォーム
workshop - resources and settlements	ワークショップ - 資源と居住地
acrylic punctuation - question mark	アクリル記号 - 疑問符
assault rifle hair trigger receiver	アサルト・ヘアトリガーレシーバー
assault rifle reflex sight (circle)	アサルト・リフレックスサイト(円)
assaultron front cruel spiked plate	アサルトロン・フロント冷酷スパイクプレート
assaultron left arm hydraulic frame	アサルトロン左腕油圧フレーム
assaultron left hand sinister plate	アサルトロン左手不吉プレート
assaultron left leg hydraulic frame	アサルトロン左脚油圧フレーム
assaultron rear brutal spiked plate	アサルトロン・リア残酷スパイクプレート
assaultron right arm actuated frame	アサルトロン右腕作動フレーム
assaultron right arm sinister plate	アサルトロン右腕不吉プレート
assaultron right leg actuated frame	アサルトロン右脚作動フレーム
assaultron right leg sinister plate	アサルトロン右脚不吉プレート
boston mayoral shelter bathroom key	ボストン市長用シェルター浴室のカギ
bottle and cappy red jacket & jeans	ボトルとキャッピーの赤いジャケット&ジーンズ
cambridge police station motor pool	ケンブリッジ警察署駐車場
combat shotgun heavy frame receiver	ショットガン・ヘビーフレームレシーバー
combat shotgun light frame receiver	ショットガン・ライトフレームレシーバー
combat shotgun quick eject drum mag	ショットガン・クイックイジェクトドラムマガジン
contraptions workshop - logic gates	からくりワークショップ - ロジックゲート
cryolater recoil compensating stock	クライオ・反動吸収ストック
do you want to exit the simulation?	シミュレーションから退出しますか？
dummy safe - should always be empty	ダミーの金庫 - 常に空にしておくこと
electrified revolutionary sword mod	革命ソード・帯電
experiment 002 observation terminal	実験002観察ターミナル
experiment 004 observation terminal	実験004観察ターミナル
fort hagen hangar lockdown terminal	ヘーゲン砦のハンガーロックダウンターミナル
gained "far harbor suvivalist" perk	"Far Harbor Survivalist"の能力を獲得
gatling laser overcharged capacitor	ガトリング・オーバーチャージ・コンデンサ
gauss rifle capacitor boosting coil	ガウス・コンデンサ増幅コイル
gauss rifle long night vision scope	ガウス・長距離暗視スコープ
gunner annihilator sentry bot mk.ii	ガンナーアニヒレーター・セントリーボットMk.II
handmade rifle heavy frame receiver	ハンドメイドライフル・ヘビーフレームレシーバー
handmade rifle light frame receiver	ハンドメイドライフル・ライトフレームレシーバー
handmade rifle long improved barrel	ハンドメイドライフル・改良ロングバレル
heavy sharp rocket sledgehammer mod	スレッジハンマー・鋭利重量化ロケット
hunting rifle large quick eject mag	ハンティング・大型クイックイジェクトマガジン
inquisitor's marine armor torso mod	審問官のマリーンアーマー：胴体
institute laser maximized capacitor	インスティチュート・マックス・コンデンサ
knight sergeant gavil's power armor	ナイト・サージェント・ガビルのパワーアーマー
laser musket bracketed short barrel	マスケット・ブラケットショートバレル
laser musket gyro compensating lens	マスケット・ジャイロ補正レンズ
leather ultra-light build torso mod	レザー・胴体・超軽量化
left leg warmonger staggering plate	左脚好戦スタッガープレート
left shoulder unstable gas launcher	左肩の不安定なガスランチャー
lever action rifle marksman's stock	レバーアクションライフル・マークスマンストック
mindcloud: reduce perception poison	マインドクラウド: 知覚DOWN毒
missile launcher night vision scope	ミサイル・暗視スコープ
missile launcher targeting computer	ミサイル・標的捕捉コンピューター
mr. handy middle hand lightning gun	Mr.ハンディ・中手ライトニングガン
mr. handy rear primal storage plate	Mr.ハンディ・リア主要ストレージアーマー
mr. handy top factory storage armor	Mr.ハンディ・トップ工場ストレージアーマー
mr. handy top warmonger toxic plate	Mr.ハンディ・トップ好戦毒性プレート
neon punctuation - exclamation mark	ネオン記号 - 感嘆符
nuka-world power: employee terminal	ヌカ・ワールド電力: 従業員ターミナル	ヌカ・ワールド電力：従業員ターミナル
old longfellow is unhappy with you.	オールド・ロングフェローに不満を抱かれている
optical sensor control - set target	光学センサー制御 - ターゲットを設定
orange institute division head coat	オレンジのインスティチュート部門長のコート
overdrive: fortify crit chance +25%	オーバードライブ: クリティカル率+25%
pipe bolt-action long finned barrel	パイプボルト・ロングフィンバレル
pipe bolt-action long ported barrel	パイプボルト・ロングポーテッドバレル
pipe bolt-action short light barrel	パイプボルト・ショートライトバレル
plasma gun short night vision scope	プラズマ・短距離暗視スコープ
protectron front primal heavy plate	プロテクトロン・フロント主要ヘビープレート
protectron left claw actuated frame	プロテクトロン左クロー作動フレーム
protectron left leg hydraulic frame	プロテクトロン左脚油圧フレーム
protectron left leg warmonger plate	プロテクトロン左脚主要プレート
protectron mid primal storage plate	プロテクトロン中央主要ストレージプレート
protectron right hand factory armor	プロテクトロン右手工場アーマー
protectron right leg actuated frame	プロテクトロン右脚作動フレーム
raider power armor optimized servos	レイダーパワーアーマー・オプティマイズド・サーボ
raider power armor overdrive servos	レイダーパワーアーマー・オーバードライブ・サーボ
raider power armor titanium plating	レイダーパワーアーマー・チタンメッキ
railroad ultra-light build coat mod	レールロード・超軽量化
right hand merciless serrated plate	右手無慈悲ノコギリ状プレート
right leg barbaric staggering plate	右脚野蛮スタッガープレート
robobrain front grim serrated plate	ロボブレイン・フロント残忍ノコギリ状プレート
robobrain left hand hydraulic frame	ロボブレイン左手油圧フレーム
robobrain right arm hydraulic frame	ロボブレイン右腕油圧フレーム
robobrain right arm warmonger plate	ロボブレイン右腕好戦プレート
robobrain right hand actuated frame	ロボブレイン右手作動フレーム
robobrain treads mid actuated frame	ロボブレイン走行部中央作動フレーム
schlocket automated explosives mill	シュロケット自動爆発物工場
sentry bot shoulder left weapon vfx	セントリーボット肩用武器VFX(左)
sentry front warmonger spiked plate	セントリー・フロント好戦スパイクプレート
